extract_id,entity_id,entity_type,display_name,review_order,review_batch,review_bucket,chunk_rank,chunk_id,chunk_file,doc_id,source_ref,chunk_type,section_path,matched_terms,match_score,excerpt,excerpt_char_count,needs_llm,llm_skip_reason,generated_by
extract_datasource_aspa_05,datasource_aspa,DataSource,ASPA,2,01_ready_without_manual_note,ready_without_manual_note,5,rfc6480_s002_1_003,chunks/standard_chunks.jsonl,rfc6480,raw/standards/rfc6480.txt#1,standard_section,Introduction,authorization|authorize|autonomous|object|rfc6480|rpki|system|validation,8,...nents: an X.509 PKI in which certificates attest to holdings of IP address space and AS numbers; non-certificate signed objects (including route origination authorizations and manifests) used by the infrastructure; and a distributed repository system that makes all of these signed objects available for use by ISPs in making routing decisions. These three basic components enable several security functions; most notably the cryptographic validation that an autonomous system is authorized to originate routes to a given prefix [RFC6483].,542,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_datasource_aspa_06,datasource_aspa,DataSource,ASPA,2,01_ready_without_manual_note,ready_without_manual_note,6,arin_aspa_doc_s001_full_003,chunks/bgp_chunks.jsonl,arin_aspa_doc,raw/data_docs/arin_aspa_doc.html#full,data_source_documentation,Autonomous System Provider Authorizations (ASPAs) - American Registry for Internet Numbers,arin_aspa_doc|aspa|authorization|autonomous|provider|rpki|system,7,"Creating an ASPA in ARIN Online Log in to ARIN Online and select Routing Security from the navigation menu. In the ‘Your Organization’ window, select Manage RPKI for the organization for which you want to add an ASPA. In the top menu, select ASPAs . Above the ‘Autonomous System Provider Authorizations’ window, select Create ASPA . In the ‘Create an Autonomous System Provider Authorization (ASPA)’ window, complete the required fields, then select Create ASPA . In the ‘Review ASPA’ window, review and submit your ASPA request by selecting Submit . Viewing Your ASPAs You can view your ASPAs using these methods: Using the API Visit ARIN’s RPKI RES...",653,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_mechanism_aspa_path_verification_01,mechanism_aspa_path_verification,RoutingMechanism,ASPA Path Verification,3,01_ready_without_manual_note,ready_without_manual_note,1,ripe_aspa_doc_s001_full_007,chunks/bgp_chunks.jsonl,ripe_aspa_doc,raw/data_docs/ripe_aspa_doc.html#full,data_source_documentation,Autonomous System Provider Authorization (ASPA) — RIPE Network Coordination Centre,are|aspa|authorization|evaluate|objects|path|paths|plausible|provider|providers|ripe_aspa_doc|rpki,14,"As with ROAs, if you choose to sign an ASPA object for your AS, make sure that you include all your upstream providers and keep this object up to date in lockstep with changes in your blend of upstream providers. The RIPE NCC RPKI Dashboard gives no hints or guidance about which providers are seen for your AS in BGP, so you will need to ensure this yourself. If you forget or neglect to include a provider, this can lead to the rejection of routes you send via the unlisted provider. Just like signing ROAs, signing ASPA objects is therefore not without risk if you are not prepared to proactively maintain these objects as part of your network ope...",653,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_mechanism_aspa_path_verification_02,mechanism_aspa_path_verification,RoutingMechanism,ASPA Path Verification,3,01_ready_without_manual_note,ready_without_manual_note,2,ripe_aspa_doc_s001_full_008,chunks/bgp_chunks.jsonl,ripe_aspa_doc,raw/data_docs/ripe_aspa_doc.html#full,data_source_documentation,Autonomous System Provider Authorization (ASPA) — RIPE Network Coordination Centre,are|aspa|authorization|path|paths|plausible|provider|providers|ripe_aspa_doc|rpki|verification,11,"No Attestation There is no ASPA object signed by the prospective customer AS. Therefore, any other AS may appear as its provider. The full path received from a customer can have the following status outcomes: Valid Each AS-to-AS Authorization Function yields “provider”. Invalid At least one AS-to-AS Authorization Function yields “not provider”. Unknown At least one AS-to-AS Authorization Function yields “no attestation”, but there is no occurrence of “not provider”. Paths that are verifiably invalid should be rejected. Both valid and unknown paths should be accepted. The latter is important, not only because of partial adoption of ASPA signin...",653,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_mechanism_aspa_path_verification_03,mechanism_aspa_path_verification,RoutingMechanism,ASPA Path Verification,3,01_ready_without_manual_note,ready_without_manual_note,3,ripe_aspa_doc_s001_full_009,chunks/bgp_chunks.jsonl,ripe_aspa_doc,raw/data_docs/ripe_aspa_doc.html#full,data_source_documentation,Autonomous System Provider Authorization (ASPA) — RIPE Network Coordination Centre,are|as_path|aspa|aspa-based|authorization|path|paths|provider|ripe_aspa_doc|rpki|verification,11,"...route that goes “up”, then “down”, and then “up” again, and presumably “down” again, has a “valley” in the middle. Such paths are considered harmful as they usually are route leaks that make routing less optimal (e.g. longer latency, congested links, potentially more expensive). In essence, the ASPA verification process yields invalid for any paths that it can prove to have such a valley. To determine this, the process relies on finding the longest possible customer-to-provider paths from both directions in the path. These longest possible paths terminate at the first “not provider” AS to AS relationship that is found. The path as a whole is...",655,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_mechanism_aspa_path_verification_04,mechanism_aspa_path_verification,RoutingMechanism,ASPA Path Verification,3,01_ready_without_manual_note,ready_without_manual_note,4,ripe_aspa_doc_s001_full_010,chunks/bgp_chunks.jsonl,ripe_aspa_doc,raw/data_docs/ripe_aspa_doc.html#full,data_source_documentation,Autonomous System Provider Authorization (ASPA) — RIPE Network Coordination Centre,are|aspa|authorization|objects|path|paths|provider|ripe_aspa_doc|rpki|set|verification,11,"The RPKI tree and signed objects, such as in this case ASPA objects, are validated by RPKI validators, often referred to as Relying Party software. After validation, operators can optionally use SLURM filters to apply local exceptions to the validated content. Routers typically get this content using the RPKI to router (rpki-rtr) protocol. Routers can then perform ASPA verification of paths without the need to support any cryptographic signing or verification. This means that deploying ASPA validation and verification is not duplicate work! Existing ROV-related infrastructure can serve multiple purposes. However, updated versions of component...",653,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_mechanism_aspa_path_verification_05,mechanism_aspa_path_verification,RoutingMechanism,ASPA Path Verification,3,01_ready_without_manual_note,ready_without_manual_note,5,ripe_aspa_doc_s001_full_006,chunks/bgp_chunks.jsonl,ripe_aspa_doc,raw/data_docs/ripe_aspa_doc.html#full,data_source_documentation,Autonomous System Provider Authorization (ASPA) — RIPE Network Coordination Centre,are|aspa|authorization|path|provider|providers|ripe_aspa_doc|rpki|set|upstream,10,Autonomous System Provider Authorization (ASPA) RIPE NCC RPKI Trust Anchor Structure Security and Compliance Quarterly Planning RIPE NCC RPKI Certification Practice Statement Terms and Conditions Datasets Using a Delegated Certification Authority Policy Implementation Policy Implementation Archive Resource Quality Assistance Assisted Registry Check Address Hijacking abuse-c Information Request Form Supporting Notes Escalated Evaluation of Internet Number Resource Requests Home / IPs & ASNs / Documentation for Resource Management / Resource Public Key Infrastructure (RPKI) / Autonomous System Provider Authorization (ASPA) Autonomous System Pro...,653,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_mechanism_aspa_path_verification_06,mechanism_aspa_path_verification,RoutingMechanism,ASPA Path Verification,3,01_ready_without_manual_note,ready_without_manual_note,6,arin_aspa_doc_s001_full_001,chunks/bgp_chunks.jsonl,arin_aspa_doc,raw/data_docs/arin_aspa_doc.html#full,data_source_documentation,Autonomous System Provider Authorizations (ASPAs) - American Registry for Internet Numbers,are|arin_aspa_doc|aspa|authorization|provider|rpki|set,7,"Autonomous System Provider Authorizations (ASPAs) - American Registry for Internet Numbers Skip to main content Your IP address is Log in Log in User Dashboard Settings Profile and security information Log Out Search all requests subject to terms of use Search IP Addresses & ASNs Get Started ARIN Account Management Requesting IP Addresses or ASNs IPv6 Information IPv4 Addressing Options Autonomous System Numbers Legacy Resources at ARIN Fee & Billing Information Fee Schedule Premier Support Plan (PSP) Make a Payment How Billing Works Resource Revocation, Returns, and Reinstatement IP & ASN Registry Services Managing Resource Records Transferr...",653,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_field_asrank_rank_01,field_asrank_rank,DataField,asrank_rank,4,01_ready_without_manual_note,ready_without_manual_note,1,caida_asrank_api_s001_full_001,chunks/bgp_chunks.jsonl,caida_asrank_api,raw/data_docs/caida_asrank_api.html#full,data_source_documentation,AS Rank API,asrank|caida|caida_asrank_api|does|high|low|not|only|prove|rank|ranking|use,12,"AS Rank API About Background - AS Ranking - Cust. Cone - Citation Ranking AS Ranking Org Ranking Search Contact Data (external links) AS Relationship AS Organization AS Rank API v2 How tos FAQ Feedback AS Rank API ( [ doc ] ) CAIDA's AS Rank project has been analyzing macroscopic Internet topology for over 20 years, working to improve the integrity and utility of the relationship-based Autonomous Systems (AS) ranking by using vantage points, active probing, cross-validation in conjunction with other sources of data, and powerful data processing techniques to support large topology samples. The AS Rank API allows users to query for CAIDA's ran...",653,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_field_asrank_rank_02,field_asrank_rank,DataField,asrank_rank,4,01_ready_without_manual_note,ready_without_manual_note,2,caida_asrank_api_s001_full_002,chunks/bgp_chunks.jsonl,caida_asrank_api,raw/data_docs/caida_asrank_api.html#full,data_source_documentation,AS Rank API,asrank|caida|caida_asrank_api|low|rank|use,6,"The AS Rank API provides a RESTful API for CAIDA's AS Rank service. The current version 2 of the API is based on the Symfony 4 PHP web application framework and the PostgreSQL database back-end. The API Examples below may show lower default per-page counts than the default of 500 (or 5000 maximum). We update the AS Rank data monthly. We describe different ways to retrieve various subset(s) of AS Rank data below. For a detailed technical description of the API endpoints, parameters and responses, please refer to the auto-generated Swagger ( OpenAPI ) Documentation . Please send your questions and comments to asrank-feedback@caida.org. Retrievi...",653,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_field_asrank_rank_03,field_asrank_rank,DataField,asrank_rank,4,01_ready_without_manual_note,ready_without_manual_note,3,caida_asrank_api_s001_full_005,chunks/bgp_chunks.jsonl,caida_asrank_api,raw/data_docs/caida_asrank_api.html#full,data_source_documentation,AS Rank API,asrank|caida|caida_asrank_api|low|rank|use,6,"Finding Autonomous Systems (AS) By ID or Name The API allows users to specify which Autonomous Systems they seek. For example, the following GET request will return information about AS 3356 generated for the latest month: GET Info about a specific ASN / asns /3356 { ""data"" : { "" cone "" : { "" asns "" : 32759 , ""prefixes"" : 238712 , ""addresses"" : 795625728 }, ""latitude"" : ""36.6367665181695"" , ""longitude"" : ""-92.3312241433131"" , ""degree"" : { "" globals "" : ""5381"" , ""peers"" : 293 , ""siblings"" : 8 , ""customers"" : 5088 , ""transits"" : 5396 }, ""name"" : ""LEVEL3"" , ""source"" : ""ARIN"" , ""clique"" : ""true"" , "" country_name "" : ""United States"" , ""rank"" : ""1""...",653,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_field_asrank_rank_04,field_asrank_rank,DataField,asrank_rank,4,01_ready_without_manual_note,ready_without_manual_note,4,caida_asrank_api_s001_full_006,chunks/bgp_chunks.jsonl,caida_asrank_api,raw/data_docs/caida_asrank_api.html#full,data_source_documentation,AS Rank API,asrank|caida|caida_asrank_api|low|rank|use,6,"..."" : [ ""Atlanta-GA-US"" ], ""paths"" : 231627 } ], ""total"" : 5381 } Retrieving lists of Organizations by name or id The AS Rank API allows a user to retrieve a list of organizations by id or name. · /orgs/by-name/ :search ([^/]+) GET · Search for an organization by name /orgs/by-name/level { ""total"": 70, ""data"": [ ""ORG-LC4-RIPE"", ""ORG-PT2-AP-APNIC"", ""NXLI-ARIN"", ""CLEVEL-2-ARIN"", ""CMSD-ARIN"", ""@aut-132364-APNIC"", ""ORG-NA203-RIPE"", ""ORG-CMIL1-AP-APNIC"", ""TFSLAC-7-ARIN"", ""@aut-45842-APNIC"", ""@aut-45872-APNIC"", ""ORG-CAPL4-AP-APNIC"", ""@aut-131225-APNIC"", ""ORG-LSL16-RIPE"", ""ORG-NLBS1-RIPE"", ""@aut-11415-LACNIC"", ""ORG-CBG1-AP-APNIC"", ""ORG-UEMG1-AP-APNIC...",655,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_field_asrank_rank_05,field_asrank_rank,DataField,asrank_rank,4,01_ready_without_manual_note,ready_without_manual_note,5,caida_asrank_api_s001_full_003,chunks/bgp_chunks.jsonl,caida_asrank_api,raw/data_docs/caida_asrank_api.html#full,data_source_documentation,AS Rank API,asrank|caida|caida_asrank_api|rank,4,"...""transits"" : 5396 }, ""name"" : ""LEVEL3"" , ""source"" : ""ARIN"" , ""clique"" : ""true"" , "" country_name "" : ""United States"" , ""rank"" : ""1"" , "" org "" : { ""name"" : ""Level 3 Parent, LLC"" , ""id"" : ""LPL-141-ARIN"" }, ""id"" : ""3356"" , ""country"" : ""US"" }, { "" cone "" : { ""prefixes"" : 265611 , ""addresses"" : 895203584 , "" asns "" : 28902 }, ""latitude"" : ""59.9719858021065"" , ""longitude"" : ""-10.1798521440613"" , ""degree"" : { ""transits"" : 2134 , ""peers"" : 286 , "" globals "" : 2135 , ""customers"" : 1849 }, ""name"" : ""TELIANET"" , ""source"" : ""RIPE"" , ""clique"" : ""true"" , "" country_name "" : ""European Union"" , ""rank"" : ""2"" , "" org "" : { ""id"" : ""ORG-TCA23-RIPE"" , ""name"" : "" T...",655,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_field_asrank_rank_06,field_asrank_rank,DataField,asrank_rank,4,01_ready_without_manual_note,ready_without_manual_note,6,caida_asrank_api_s001_full_004,chunks/bgp_chunks.jsonl,caida_asrank_api,raw/data_docs/caida_asrank_api.html#full,data_source_documentation,AS Rank API,asrank|caida|caida_asrank_api|rank,4,"...""siblings"" : 2 }, ""name"" : ""COGENT-174"" , ""source"" : ""ARIN"" , ""clique"" : ""true"" , "" country_name "" : ""United States"" , ""rank"" : ""3"" , "" org "" : { ""id"" : ""COGC-ARIN"" , ""name"" : ""Cogent Communications"" }, ""id"" : ""174"" , ""country"" : ""US"" }, { "" cone "" : { "" asns "" : 24578 , ""addresses"" : 657442048 , ""prefixes"" : 212139 }, ""latitude"" : ""44.6569142112426"" , ""longitude"" : ""-98.8232455443852"" , ""degree"" : { ""siblings"" : 6 , ""customers"" : 1897 , ""peers"" : 483 , "" globals "" : ""2380"" , ""transits"" : 2381 }, ""name"" : ""NTT-COMMUNICATIONS-2914"" , ""source"" : ""ARIN"" , ""clique"" : ""true"" , "" country_name "" : ""United States"" , ""rank"" : ""4"" , "" org "" : { ""name""...",655,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_field_asrank_relationship_01,field_asrank_relationship,DataField,asrank_relationship,5,01_ready_without_manual_note,ready_without_manual_note,1,caida_as_relationships_s001_full_011,chunks/bgp_chunks.jsonl,caida_as_relationships,raw/data_docs/caida_as_relationships.html#full,data_source_documentation,AS Relationships - CAIDA,caida|caida_as_relationships|can|every|location|prefix|relationship|relationships|single,9,"AS relationships are more complex than allowed for in our approach. The semantics of routing relationships between the same two ASes can differ by peering location or even by prefix; our model oversimplifies these cases by assigning a single relationship to each pair of ASes. A truly accurate picture of the Internet topology would require collection of data from every AS, while our automated ranking procedure is limited to the measurement points publicly available at Route Views. As in all analyses of massive datasets, our heuristics have a number of associated external parameters. We fine tune the values of these parameters based on our pre-...",653,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_field_asrank_relationship_02,field_asrank_relationship,DataField,asrank_relationship,5,01_ready_without_manual_note,ready_without_manual_note,2,caida_as_relationships_s001_full_007,chunks/bgp_chunks.jsonl,caida_as_relationships,raw/data_docs/caida_as_relationships.html#full,data_source_documentation,AS Relationships - CAIDA,caida|caida_as_relationships|can|inference|prefix|relationship|relationships|should,8,"Dimitropoulos, et al. 6 identified still other issues with the ToR formulation, like the random breaking of ties which can yield obviously incorrect inferences, e.g., well-known large providers are inferred as customers of small ASes. In the first paper 6 we handled this issue with multiobjective optimization techniques that incorporated AS degree into the inference. In a subsequent paper 7 we introduced improved algorithms that determine not only c2p but also p2p links (for those we can detect from BGP data). These improvements achieved more accurate AS relationship inferences, which we demonstrate against ground truth for a set of ASes. Ben...",653,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_field_asrank_relationship_03,field_asrank_relationship,DataField,asrank_relationship,5,01_ready_without_manual_note,ready_without_manual_note,3,caida_as_relationships_s001_full_005,chunks/bgp_chunks.jsonl,caida_as_relationships,raw/data_docs/caida_as_relationships.html#full,data_source_documentation,AS Relationships - CAIDA,caida|caida_as_relationships|can|every|inference|relationship|relationships,7,"...between ASes to define valid and invalid AS paths. A valid path between source and destination ASes is one in which for every ISP providing transit (a transit provider), there exists a customer immediately adjacent to the ISP in the AS path. An invalid path has at least one transit provider not paid by a neighbor in the path. In figure 2 the top two examples are valid paths, while the bottom two are invalid. In Example 1 the transit providers are A, B, and C. ISPs B and C pay to A, D pays to B, and F pays to C. In Example 2 the transit providers are B and C, and they are paid by D and F, respectively. In contrast, in Example 3 the transit pro...",656,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
