action_id,action_order,priority,action_type,status,scope_id,entity_id,entity_type,display_name,review_bucket,source_refs,related_dataset,blocking_reason,suggested_action,needs_llm,skip_reason,generated_by
action_entity_review_evidence_path_manipulation,39,4,entity_human_review,open,evidence_path_manipulation,evidence_path_manipulation,EvidenceTemplate,anomaly_path_manipulation,ready_with_manual_note,rfc4271|bgpshield_2025|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_evidence_prefix_hijack,40,4,entity_human_review,open,evidence_prefix_hijack,evidence_prefix_hijack,EvidenceTemplate,anomaly_prefix_hijack,ready_with_manual_note,rfc6811|bear_2025|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_evidence_prefix_outage,41,4,entity_human_review,open,evidence_prefix_outage,evidence_prefix_outage,EvidenceTemplate,anomaly_prefix_outage,ready_with_manual_note,rfc4271|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_evidence_route_leak,42,4,entity_human_review,open,evidence_route_leak,evidence_route_leak,EvidenceTemplate,anomaly_route_leak,ready_with_manual_note,rfc7908|rfc9234|beam_2024|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_evidence_subprefix_hijack,43,4,entity_human_review,open,evidence_subprefix_hijack,evidence_subprefix_hijack,EvidenceTemplate,anomaly_subprefix_hijack,ready_with_manual_note,rfc6811|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_as,44,4,entity_human_review,open,concept_as,concept_as,BGPConcept,AS,ready_with_manual_note,rfc4271|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_as_relationship,45,4,entity_human_review,open,concept_as_relationship,concept_as_relationship,BGPConcept,AS Relationship,ready_with_manual_note,caida_as_relationships|rfc7908|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_fp_as_relationship_error,46,4,entity_human_review,open,fp_as_relationship_error,fp_as_relationship_error,FalsePositivePattern,AS relationship inference error,ready_with_manual_note,caida_as_relationships|rfc7908|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_as_path,47,4,entity_human_review,open,concept_as_path,concept_as_path,BGPConcept,AS_PATH,ready_with_manual_note,rfc4271|bear_2025|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_field_as_path,48,4,entity_human_review,open,field_as_path,field_as_path,DataField,as_path,ready_with_manual_note,rfc4271|bear_2025|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_mechanism_as_path_prepending,49,4,entity_human_review,open,mechanism_as_path_prepending,mechanism_as_path_prepending,RoutingMechanism,AS_PATH Prepending,ready_with_manual_note,rfc4271|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_field_as_relationship_sequence,50,4,entity_human_review,open,field_as_relationship_sequence,field_as_relationship_sequence,DataField,as_relationship_sequence,ready_with_manual_note,rfc7908|caida_as_relationships|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_asn,51,4,entity_human_review,open,concept_asn,concept_asn,BGPConcept,ASN,ready_with_manual_note,rfc4271|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_paper_method_bear,52,4,entity_human_review,open,paper_method_bear,paper_method_bear,PaperMethod,BEAR: BGP Event Analysis and Reporting,ready_with_manual_note,bear_2025|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_mechanism_before_after_path_comparison,53,4,entity_human_review,open,mechanism_before_after_path_comparison,mechanism_before_after_path_comparison,RoutingMechanism,Before-after AS path comparison,ready_with_manual_note,bear_2025|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_bgp,54,4,entity_human_review,open,concept_bgp,concept_bgp,BGPConcept,BGP,ready_with_manual_note,rfc4271|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_bgp_session,55,4,entity_human_review,open,concept_bgp_session,concept_bgp_session,BGPConcept,BGP Session,ready_with_manual_note,rfc4271|ripe_ris_docs|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_bgp_speaker,56,4,entity_human_review,open,concept_bgp_speaker,concept_bgp_speaker,BGPConcept,BGP Speaker,ready_with_manual_note,rfc4271|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_bgp_update,57,4,entity_human_review,open,concept_bgp_update,concept_bgp_update,BGPConcept,BGP Update,ready_with_manual_note,rfc4271|bgpstream_docs|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_paper_method_bgpshield,58,4,entity_human_review,open,paper_method_bgpshield,paper_method_bgpshield,PaperMethod,BGPShield,ready_with_manual_note,bgpshield_2025|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_bgpstream,59,4,entity_human_review,open,concept_bgpstream,concept_bgpstream,BGPConcept,BGPStream,ready_with_manual_note,bgpstream_docs|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_datasource_bgpstream,60,4,entity_human_review,open,datasource_bgpstream,datasource_bgpstream,DataSource,BGPStream,ready_with_manual_note,bgpstream_docs|bear_2025|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_datasource_caida_as_relationships,61,4,entity_human_review,open,datasource_caida_as_relationships,datasource_caida_as_relationships,DataSource,CAIDA AS Relationships,ready_with_manual_note,caida_as_relationships|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_case_celerbridge_bgp_hijack,62,4,entity_human_review,open,case_celerbridge_bgp_hijack,case_celerbridge_bgp_hijack,Case,CelerBridge BGP Hijack,ready_with_manual_note,bgpshield_2025|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_field_collector,63,4,entity_human_review,open,field_collector,field_collector,DataField,collector,ready_with_manual_note,routeviews_api_doc|ripe_ris_docs|bgpstream_docs|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_customer_cone,64,4,entity_human_review,open,concept_customer_cone,concept_customer_cone,BGPConcept,Customer Cone,ready_with_manual_note,caida_as_relationships|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_ebgp,65,4,entity_human_review,open,concept_ebgp,concept_ebgp,BGPConcept,eBGP,ready_with_manual_note,rfc4271|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_case_facebook_2021_outage,66,4,entity_human_review,open,case_facebook_2021_outage,case_facebook_2021_outage,Case,Facebook 2021 Outage,ready_with_manual_note,facebook_outage_cloudflare_2021|facebook_outage_meta_2021|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_fib,67,4,entity_human_review,open,concept_fib,concept_fib,BGPConcept,FIB,ready_with_manual_note,rfc4271|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_ibgp,68,4,entity_human_review,open,concept_ibgp,concept_ibgp,BGPConcept,iBGP,ready_with_manual_note,rfc4271|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_case_indosat_route_leak,69,4,entity_human_review,open,case_indosat_route_leak,case_indosat_route_leak,Case,Indosat Route Leak,ready_with_manual_note,indosat_route_leak_2014|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_irr,70,4,entity_human_review,open,concept_irr,concept_irr,BGPConcept,IRR,ready_with_manual_note,rfc2622|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_paper_method_beam,71,4,entity_human_review,open,paper_method_beam,paper_method_beam,PaperMethod,Learning with Semantics / BEAM,ready_with_manual_note,beam_2024|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_fp_legitimate_moas,72,4,entity_human_review,open,fp_legitimate_moas,fp_legitimate_moas,FalsePositivePattern,Legitimate MOAS,ready_with_manual_note,rfc6811|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_anomaly_moas,73,4,entity_human_review,open,anomaly_moas,anomaly_moas,AnomalyType,MOAS,ready_with_manual_note,rfc6811|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_moas,74,4,entity_human_review,open,concept_moas,concept_moas,BGPConcept,MOAS,ready_with_manual_note,rfc6811|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_mrt,75,4,entity_human_review,open,concept_mrt,concept_mrt,BGPConcept,MRT,ready_with_manual_note,ripe_ris_docs|bgpstream_docs|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
