field_check_id,session_id,session_order,within_session_order,global_review_order,field_order,entity_id,entity_type,display_name,entity_file,field_name,field_value_json,field_value_preview,verification_prompt,decision_input_path,review_decision,needs_llm,generated_by
field_check_mechanism_aspa_path_verification_005_name,review_session_001,1,3,3,5,mechanism_aspa_path_verification,RoutingMechanism,ASPA Path Verification,entities/routing_mechanisms.jsonl,name,"""ASPA Path Verification""","""ASPA Path Verification""",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_mechanism_aspa_path_verification_006_source_refs,review_session_001,1,3,3,6,mechanism_aspa_path_verification,RoutingMechanism,ASPA Path Verification,entities/routing_mechanisms.jsonl,source_refs,"[""arin_aspa_doc"", ""ripe_aspa_doc""]","[""arin_aspa_doc"", ""ripe_aspa_doc""]",核对 source_refs 是否都是当前实体字段的直接或必要来源；缺少直接证据时保持 pending 或标记 needs_source。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_mechanism_aspa_path_verification_007_used_for,review_session_001,1,3,3,7,mechanism_aspa_path_verification,RoutingMechanism,ASPA Path Verification,entities/routing_mechanisms.jsonl,used_for,"[""route leak prevention"", ""AS path plausibility checks"", ""provider authorization checks""]","[""route leak prevention"", ""AS path plausibility checks"", ""provider authorization checks""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_asrank_rank_001_belongs_to,review_session_001,1,4,4,1,field_asrank_rank,DataField,asrank_rank,entities/data_fields.jsonl,belongs_to,"[""CAIDA ASRank""]","[""CAIDA ASRank""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_asrank_rank_002_common_errors,review_session_001,1,4,4,2,field_asrank_rank,DataField,asrank_rank,entities/data_fields.jsonl,common_errors,"[""Treating high rank as evidence of correctness or low rank as evidence of anomaly.""]","[""Treating high rank as evidence of correctness or low rank as evidence of anomaly.""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_asrank_rank_003_interpretation_rules,review_session_001,1,4,4,3,field_asrank_rank,DataField,asrank_rank,entities/data_fields.jsonl,interpretation_rules,"[""Use as context only; ranking does not prove event responsibility or malicious behavior.""]","[""Use as context only; ranking does not prove event responsibility or malicious behavior.""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_asrank_rank_004_meaning,review_session_001,1,4,4,4,field_asrank_rank,DataField,asrank_rank,entities/data_fields.jsonl,meaning,"""ASRank rank is a topology-derived ranking value for an AS in CAIDA ASRank outputs.""","""ASRank rank is a topology-derived ranking value for an AS in CAIDA ASRank outputs.""",核对该文字字段是否能在来源或摘录中找到直接支撑；不能直接确认时不要批准。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_asrank_rank_005_name,review_session_001,1,4,4,5,field_asrank_rank,DataField,asrank_rank,entities/data_fields.jsonl,name,"""asrank_rank""","""asrank_rank""",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_asrank_rank_006_source_refs,review_session_001,1,4,4,6,field_asrank_rank,DataField,asrank_rank,entities/data_fields.jsonl,source_refs,"[""caida_asrank_api""]","[""caida_asrank_api""]",核对 source_refs 是否都是当前实体字段的直接或必要来源；缺少直接证据时保持 pending 或标记 needs_source。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_asrank_rank_007_type,review_session_001,1,4,4,7,field_asrank_rank,DataField,asrank_rank,entities/data_fields.jsonl,type,"""integer""","""integer""",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_asrank_rank_008_used_for,review_session_001,1,4,4,8,field_asrank_rank,DataField,asrank_rank,entities/data_fields.jsonl,used_for,"[""AS context enrichment"", ""routing role context""]","[""AS context enrichment"", ""routing role context""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_asrank_relationship_001_belongs_to,review_session_001,1,5,5,1,field_asrank_relationship,DataField,asrank_relationship,entities/data_fields.jsonl,belongs_to,"[""CAIDA ASRank"", ""CAIDA AS Relationships""]","[""CAIDA ASRank"", ""CAIDA AS Relationships""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_asrank_relationship_002_common_errors,review_session_001,1,5,5,2,field_asrank_relationship,DataField,asrank_relationship,entities/data_fields.jsonl,common_errors,"[""Assuming a single AS relationship applies to every prefix and location.""]","[""Assuming a single AS relationship applies to every prefix and location.""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_asrank_relationship_003_interpretation_rules,review_session_001,1,5,5,3,field_asrank_relationship,DataField,asrank_relationship,entities/data_fields.jsonl,interpretation_rules,"[""Relationship inference can be uncertain and should be cross-checked for high-stakes route leak claims.""]","[""Relationship inference can be uncertain and should be cross-checked for high-stakes route leak claims.""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_asrank_relationship_004_meaning,review_session_001,1,5,5,4,field_asrank_relationship,DataField,asrank_relationship,entities/data_fields.jsonl,meaning,"""Relationship field describes inferred AS link relationship in ASRank or CAIDA relationship data.""","""Relationship field describes inferred AS link relationship in ASRank or CAIDA relationship data.""",核对该文字字段是否能在来源或摘录中找到直接支撑；不能直接确认时不要批准。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_asrank_relationship_005_name,review_session_001,1,5,5,5,field_asrank_relationship,DataField,asrank_relationship,entities/data_fields.jsonl,name,"""asrank_relationship""","""asrank_relationship""",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_asrank_relationship_006_source_refs,review_session_001,1,5,5,6,field_asrank_relationship,DataField,asrank_relationship,entities/data_fields.jsonl,source_refs,"[""caida_asrank_api"", ""caida_as_relationships""]","[""caida_asrank_api"", ""caida_as_relationships""]",核对 source_refs 是否都是当前实体字段的直接或必要来源；缺少直接证据时保持 pending 或标记 needs_source。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_asrank_relationship_007_type,review_session_001,1,5,5,7,field_asrank_relationship,DataField,asrank_relationship,entities/data_fields.jsonl,type,"""enum(peer,customer,provider,sibling,unknown)""","""enum(peer,customer,provider,sibling,unknown)""",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_asrank_relationship_008_used_for,review_session_001,1,5,5,8,field_asrank_relationship,DataField,asrank_relationship,entities/data_fields.jsonl,used_for,"[""valley-free checks"", ""route leak evidence"", ""AS role context""]","[""valley-free checks"", ""route leak evidence"", ""AS role context""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_atomic_aggregate_001_belongs_to,review_session_001,1,6,6,1,field_atomic_aggregate,DataField,atomic_aggregate,entities/data_fields.jsonl,belongs_to,"[""BGP Update"", ""Path Attributes""]","[""BGP Update"", ""Path Attributes""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_atomic_aggregate_002_common_errors,review_session_001,1,6,6,2,field_atomic_aggregate,DataField,atomic_aggregate,entities/data_fields.jsonl,common_errors,"[""Ignoring aggregation when comparing AS paths."", ""Assuming aggregated paths preserve all original path detail.""]","[""Ignoring aggregation when comparing AS paths."", ""Assuming aggregated paths preserve all original path detail.""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_atomic_aggregate_003_interpretation_rules,review_session_001,1,6,6,3,field_atomic_aggregate,DataField,atomic_aggregate,entities/data_fields.jsonl,interpretation_rules,"[""When present, avoid overclaiming exact AS path provenance from the aggregate route.""]","[""When present, avoid overclaiming exact AS path provenance from the aggregate route.""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_atomic_aggregate_004_meaning,review_session_001,1,6,6,4,field_atomic_aggregate,DataField,atomic_aggregate,entities/data_fields.jsonl,meaning,"""ATOMIC_AGGREGATE indicates that route aggregation occurred and some AS path detail may have been lost.""","""ATOMIC_AGGREGATE indicates that route aggregation occurred and some AS path detail may have been lost.""",核对该文字字段是否能在来源或摘录中找到直接支撑；不能直接确认时不要批准。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_atomic_aggregate_005_name,review_session_001,1,6,6,5,field_atomic_aggregate,DataField,atomic_aggregate,entities/data_fields.jsonl,name,"""atomic_aggregate""","""atomic_aggregate""",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_atomic_aggregate_006_source_refs,review_session_001,1,6,6,6,field_atomic_aggregate,DataField,atomic_aggregate,entities/data_fields.jsonl,source_refs,"[""rfc4271""]","[""rfc4271""]",核对 source_refs 是否都是当前实体字段的直接或必要来源；缺少直接证据时保持 pending 或标记 needs_source。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_atomic_aggregate_007_type,review_session_001,1,6,6,7,field_atomic_aggregate,DataField,atomic_aggregate,entities/data_fields.jsonl,type,"""boolean_attribute""","""boolean_attribute""",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_atomic_aggregate_008_used_for,review_session_001,1,6,6,8,field_atomic_aggregate,DataField,atomic_aggregate,entities/data_fields.jsonl,used_for,"[""aggregation interpretation"", ""path evidence boundary checks""]","[""aggregation interpretation"", ""path evidence boundary checks""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_mechanism_bgp_decision_process_001_definition,review_session_001,1,7,7,1,mechanism_bgp_decision_process,RoutingMechanism,BGP Decision Process,entities/routing_mechanisms.jsonl,definition,"""The BGP decision process selects routes from Adj-RIBs-In into the Loc-RIB and organizes selected routes for advertisement through Adj-RIBs-Out.""","""The BGP decision process selects routes from Adj-RIBs-In into the Loc-RIB and organizes selected routes for advertisement through Adj-RIBs-Out.""",核对该文字字段是否能在来源或摘录中找到直接支撑；不能直接确认时不要批准。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_mechanism_bgp_decision_process_002_depends_on,review_session_001,1,7,7,2,mechanism_bgp_decision_process,RoutingMechanism,BGP Decision Process,entities/routing_mechanisms.jsonl,depends_on,"[""Adj-RIB-In"", ""Loc-RIB"", ""Adj-RIB-Out"", ""Path Attributes""]","[""Adj-RIB-In"", ""Loc-RIB"", ""Adj-RIB-Out"", ""Path Attributes""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_mechanism_bgp_decision_process_003_evidence,review_session_001,1,7,7,3,mechanism_bgp_decision_process,RoutingMechanism,BGP Decision Process,entities/routing_mechanisms.jsonl,evidence,"[""RIB state"", ""path attributes"", ""LOCAL_PREF"", ""AS_PATH"", ""NEXT_HOP""]","[""RIB state"", ""path attributes"", ""LOCAL_PREF"", ""AS_PATH"", ""NEXT_HOP""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_mechanism_bgp_decision_process_004_limitations,review_session_001,1,7,7,4,mechanism_bgp_decision_process,RoutingMechanism,BGP Decision Process,entities/routing_mechanisms.jsonl,limitations,"[""Public collectors usually expose observed routes rather than a router's full local policy and internal decision process.""]","[""Public collectors usually expose observed routes rather than a router's full local policy and internal decision process.""]",核对该限制或误报边界是否被来源直接支持；需要归纳判断时标记 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_mechanism_bgp_decision_process_005_name,review_session_001,1,7,7,5,mechanism_bgp_decision_process,RoutingMechanism,BGP Decision Process,entities/routing_mechanisms.jsonl,name,"""BGP Decision Process""","""BGP Decision Process""",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_mechanism_bgp_decision_process_006_source_refs,review_session_001,1,7,7,6,mechanism_bgp_decision_process,RoutingMechanism,BGP Decision Process,entities/routing_mechanisms.jsonl,source_refs,"[""rfc4271""]","[""rfc4271""]",核对 source_refs 是否都是当前实体字段的直接或必要来源；缺少直接证据时保持 pending 或标记 needs_source。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_mechanism_bgp_decision_process_007_used_for,review_session_001,1,7,7,7,mechanism_bgp_decision_process,RoutingMechanism,BGP Decision Process,entities/routing_mechanisms.jsonl,used_for,"[""route selection reasoning"", ""RIB interpretation"", ""policy-aware path analysis""]","[""route selection reasoning"", ""RIB interpretation"", ""policy-aware path analysis""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_mechanism_rib_model_001_definition,review_session_001,1,8,8,1,mechanism_rib_model,RoutingMechanism,BGP RIB Model,entities/routing_mechanisms.jsonl,definition,"""BGP conceptually separates learned routes, selected local routes, and advertised routes into Adj-RIBs-In, Loc-RIB, and Adj-RIBs-Out.""","""BGP conceptually separates learned routes, selected local routes, and advertised routes into Adj-RIBs-In, Loc-RIB, and Adj-RIBs-Out.""",核对该文字字段是否能在来源或摘录中找到直接支撑；不能直接确认时不要批准。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_mechanism_rib_model_002_depends_on,review_session_001,1,8,8,2,mechanism_rib_model,RoutingMechanism,BGP RIB Model,entities/routing_mechanisms.jsonl,depends_on,"[""RIB"", ""BGP Update"", ""BGP Speaker""]","[""RIB"", ""BGP Update"", ""BGP Speaker""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_mechanism_rib_model_003_evidence,review_session_001,1,8,8,3,mechanism_rib_model,RoutingMechanism,BGP RIB Model,entities/routing_mechanisms.jsonl,evidence,"[""RIB dumps"", ""collector snapshots"", ""peer route records""]","[""RIB dumps"", ""collector snapshots"", ""peer route records""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_mechanism_rib_model_004_limitations,review_session_001,1,8,8,4,mechanism_rib_model,RoutingMechanism,BGP RIB Model,entities/routing_mechanisms.jsonl,limitations,"[""RFC4271's conceptual RIB model does not require a specific implementation layout, and collector RIBs are measurement views.""]","[""RFC4271's conceptual RIB model does not require a specific implementation layout, and collector RIBs are measurement views.""]",核对该限制或误报边界是否被来源直接支持；需要归纳判断时标记 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_mechanism_rib_model_005_name,review_session_001,1,8,8,5,mechanism_rib_model,RoutingMechanism,BGP RIB Model,entities/routing_mechanisms.jsonl,name,"""BGP RIB Model""","""BGP RIB Model""",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_mechanism_rib_model_006_source_refs,review_session_001,1,8,8,6,mechanism_rib_model,RoutingMechanism,BGP RIB Model,entities/routing_mechanisms.jsonl,source_refs,"[""rfc4271"", ""ripe_ris_raw_data"", ""routeviews_archive_index""]","[""rfc4271"", ""ripe_ris_raw_data"", ""routeviews_archive_index""]",核对 source_refs 是否都是当前实体字段的直接或必要来源；缺少直接证据时保持 pending 或标记 needs_source。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
